generation,fitness,migration_step
1.0,105.89371445960258,0.0
2.0,123.00526955981083,0.0
3.0,126.88523148779687,0.0
4.0,141.57342873484444,0.0
5.0,148.0148099847284,0.0
6.0,336.97143814288245,0.0
7.0,430.8097327694997,0.0
8.0,430.8097327694997,0.0
9.0,431.64246589043717,0.0
10.0,431.64246589043717,0.0
11.0,431.64246589043717,0.0
12.0,431.64246589043717,0.0
13.0,431.64246589043717,0.0
14.0,454.9194017611901,0.0
15.0,490.89858335858514,0.0
16.0,490.89858335858514,0.0
17.0,490.89858335858514,0.0
18.0,490.89858335858514,0.0
19.0,490.89858335858514,0.0
20.0,490.89858335858514,0.0
21.0,490.89858335858514,0.0
22.0,490.89858335858514,0.0
23.0,490.89858335858514,0.0
24.0,490.89858335858514,0.0
25.0,490.89858335858514,0.0
26.0,490.89858335858514,0.0
27.0,490.89858335858514,0.0
28.0,490.89858335858514,0.0
29.0,490.89858335858514,0.0
30.0,490.89858335858514,0.0
31.0,490.89858335858514,0.0
32.0,490.89858335858514,0.0
33.0,994.3106103071094,0.0
34.0,994.3106103071094,0.0
35.0,994.3106103071094,0.0
36.0,994.3106103071094,0.0
37.0,994.3106103071094,0.0
38.0,994.3106103071094,0.0
39.0,994.3106103071094,0.0
40.0,994.3106103071094,0.0
41.0,1052.378710562892,0.0
42.0,1052.378710562892,0.0
43.0,1052.378710562892,0.0
44.0,1052.378710562892,0.0
45.0,1052.378710562892,0.0
46.0,1052.378710562892,0.0
47.0,1052.378710562892,0.0
48.0,1052.378710562892,0.0
49.0,1052.378710562892,0.0
50.0,1066.2338851232175,0.0
51.0,1066.2338851232175,0.0
52.0,1066.2338851232175,0.0
53.0,1066.2338851232175,0.0
54.0,1066.2338851232175,0.0
55.0,1066.2338851232175,0.0
56.0,1066.2338851232175,0.0
57.0,1066.2338851232175,0.0
58.0,1066.2338851232175,0.0
59.0,1066.2338851232175,0.0
60.0,1066.2338851232175,0.0
61.0,1066.2338851232175,0.0
62.0,1066.2338851232175,0.0
63.0,1066.2338851232175,0.0
64.0,1066.2338851232175,0.0
65.0,1066.2338851232175,0.0
66.0,1066.2338851232175,0.0
67.0,1066.2338851232175,0.0
68.0,1172.1068103344421,0.0
69.0,1172.1068103344421,0.0
70.0,1172.1068103344421,0.0
71.0,1172.1068103344421,0.0
72.0,1172.1068103344421,0.0
73.0,1270.930333419912,0.0
74.0,1270.930333419912,0.0
75.0,1660.0644452638012,0.0
76.0,1660.0644452638012,0.0
77.0,1660.0644452638012,0.0
78.0,1660.0644452638012,0.0
79.0,1660.0644452638012,0.0
80.0,1660.0644452638012,0.0
81.0,2421.5070553035766,0.0
82.0,2421.5070553035766,0.0
83.0,2421.5070553035766,0.0
84.0,2421.5070553035766,0.0
85.0,2421.5070553035766,0.0
86.0,2421.5070553035766,0.0
87.0,2421.5070553035766,0.0
88.0,2421.5070553035766,0.0
89.0,2421.5070553035766,0.0
90.0,2462.0773549809455,0.0
91.0,2462.0773549809455,0.0
92.0,2462.0773549809455,0.0
93.0,2583.9783849298233,0.0
94.0,2583.9783849298233,0.0
95.0,2583.9783849298233,0.0
96.0,2583.9783849298233,0.0
97.0,2583.9783849298233,0.0
98.0,2583.9783849298233,0.0
99.0,2583.9783849298233,0.0
100.0,2671.765051868908,0.0
1.0,2671.765051868908,1.0
2.0,2671.765051868908,1.0
3.0,2671.765051868908,1.0
4.0,2671.765051868908,1.0
5.0,2671.765051868908,1.0
6.0,2671.765051868908,1.0
7.0,2763.759236004737,1.0
8.0,2763.759236004737,1.0
9.0,2763.759236004737,1.0
10.0,2763.759236004737,1.0
11.0,2768.1085708146757,1.0
12.0,2768.1085708146757,1.0
13.0,2768.1085708146757,1.0
14.0,2768.1085708146757,1.0
15.0,2768.1085708146757,1.0
16.0,2768.1085708146757,1.0
17.0,2768.1085708146757,1.0
18.0,2768.1085708146757,1.0
19.0,2768.1085708146757,1.0
20.0,2768.1085708146757,1.0
21.0,2768.1085708146757,1.0
22.0,2768.1085708146757,1.0
23.0,2768.1085708146757,1.0
24.0,2768.1085708146757,1.0
25.0,2768.1085708146757,1.0
26.0,2768.1085708146757,1.0
27.0,2768.1085708146757,1.0
28.0,2768.1085708146757,1.0
29.0,2768.1085708146757,1.0
30.0,2854.418976783153,1.0
31.0,2854.418976783153,1.0
32.0,2854.418976783153,1.0
33.0,2854.418976783153,1.0
34.0,2854.418976783153,1.0
35.0,2854.418976783153,1.0
36.0,2854.418976783153,1.0
37.0,2854.418976783153,1.0
38.0,2854.418976783153,1.0
39.0,2854.418976783153,1.0
40.0,2854.418976783153,1.0
41.0,2854.418976783153,1.0
42.0,2854.418976783153,1.0
43.0,2854.418976783153,1.0
44.0,2854.418976783153,1.0
45.0,2854.418976783153,1.0
46.0,2854.418976783153,1.0
47.0,2854.418976783153,1.0
48.0,2854.418976783153,1.0
49.0,2854.418976783153,1.0
50.0,2854.418976783153,1.0
51.0,2854.418976783153,1.0
52.0,2854.418976783153,1.0
53.0,2854.418976783153,1.0
54.0,2854.418976783153,1.0
55.0,2854.418976783153,1.0
56.0,2854.418976783153,1.0
57.0,2854.418976783153,1.0
58.0,2854.418976783153,1.0
59.0,2854.418976783153,1.0
60.0,2854.418976783153,1.0
61.0,2854.418976783153,1.0
62.0,2854.418976783153,1.0
63.0,2854.418976783153,1.0
64.0,2854.418976783153,1.0
65.0,2854.418976783153,1.0
66.0,2854.418976783153,1.0
67.0,2854.418976783153,1.0
68.0,2854.418976783153,1.0
69.0,2854.418976783153,1.0
70.0,2854.418976783153,1.0
71.0,2854.418976783153,1.0
72.0,2854.418976783153,1.0
73.0,2854.418976783153,1.0
74.0,2854.418976783153,1.0
75.0,2854.418976783153,1.0
76.0,2854.418976783153,1.0
